"Data Source","World Development Indicators",

"Last Updated Date","2018-01-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Israel","ISR","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","25.6512569115887","24.2895312120476","30.6105269602216","30.3941469557005","33.768480006589","35.1267153066102","33.1917153478492","37.7583096181389","35.8800308146147","34.3759091433057","38.9840946077129","38.9656971902732","37.4289349864969","35.1608399246025","34.1928181348784","31.4743495147562","29.7203946969926","27.8726070861496","26.8521074434892","20.1230441993384","26.6625482054952","27.0200074055438","27.4965985263107","27.047935974832","26.3455743892204","26.6200398784036","25.6856381834763","25.5510307945665","27.122833010474","26.6821531793677","25.7250360748864","24.9824402720763","24.8463435878147","25.3624546087152","26.0855690428877","26.056366486155","23.7869701254479","21.8584119804141","22.5332849874672","22.7283105580246","22.121530100531","22.9505422204126","23.2914141068648","23.3798000564625","","",
"Italy","ITA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","12.5921425781946","13.5428427971308","12.755900024809","14.1199602395009","14.9587834201495","15.6736828028471","15.8320732168465","17.4257316659161","17.8431966745494","19.4524578580003","21.1982607084835","21.0251877254232","20.4636096004998","22.2497833173309","21.5634674796694","23.3173199678198","24.026928251896","24.2577458099338","24.8906270330689","25.5821901419877","26.3618946675938","25.1770517984863","23.1836394400149","23.0721192829967","24.5645073739124","23.4775973040939","23.9270983036627","22.5113843570183","22.2810981251533","21.6799864347758","21.4739295680421","20.9675380344992","20.7526151629948","22.1240481108684","22.3767463568096","21.8923398499697","22.4353022099675","22.263245361759","22.3005968562708","23.6317653950219","23.7280452170265","23.5357379627127","23.5493333696496","","",
"Jamaica","JAM","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2844383315124","11.062450588112","11.9538175966135","10.6028207854817","10.5342831812785","9.79163713927846","10.3544298398945","24.6017971377363","22.7789710255671","22.3858806100512","20.9592928157516","22.0311586517831","22.6356790457955","21.6271195397106","21.8590287739191","24.0710868095608","24.1674973059177","23.2159728449925","24.0143899425756","24.786546428363","24.684756616975","24.9559936306223","24.2801726412111","23.3723179250613","24.3439708842529","24.0286883577229","24.0558202602649","24.834222850811","26.0640714011292","",
"Jordan","JOR","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.7695478124317","17.0443358439444","15.9785571909173","15.0230114032187","15.2940066546548","","","","","",
"Japan","JPN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","10.5513075081695","11.7515640103137","11.3461504718744","9.40191409573463","9.17814745799181","9.20975852544297","9.30173685695644","9.99675514548227","10.5845207816652","11.0112097920573","11.0062736923883","10.9536830431302","11.2037335750469","11.4300036909415","11.3327918101352","12.2361635073776","12.5398899988493","12.4283176083059","12.9177781222622","13.1562416520462","11.6599370183601","11.5585280617682","11.0730459544716","10.9582303254545","10.8145785078134","10.6516332252161","10.0675365790774","9.77331359190904","10.3722570086538","9.89592833720519","9.06159893423506","8.91896343951415","9.35269405607359","10.1370110781084","10.512741333553","10.1061862948999","8.93159165356451","8.36891038016266","8.80978443457721","9.35681820725527","9.68241294398788","10.3606176452117","11.473180740435","11.4402505196541","","",
"Kazakhstan","KAZ","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.78722058676219","7.29479389602331","7.74536993437448","10.2213950712596","9.64230065323767","12.1343597833771","13.0832376530724","13.9086779667034","","","","","","15.7123804636498","18.2578342100647","13.3120981501594","16.0301777646187","14.1934327397187","9.8357115521941","9.92475644194532","",
"Kenya","KEN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.8777212053204","16.3177574137592","","",
"Kyrgyz Republic","KGZ","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5486530868942","16.801668055009","17.626500074013","",
"Cambodia","KHM","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.17291127378655","7.53784441565446","8.1172650354233","7.89324276851379","8.17882206885954","9.69697926493656","10.555196360938","9.64778105024212","10.0030401381124","10.1546928691448","11.0951645970125","11.9055708104185","14.5610644784347","14.168238028712","15.2611080376218","",
"Kiribati","KIR","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.0831156700883","18.5303109883847","17.8429536243053","17.8246733223121","22.3456822495929","24.4786912982705","",
"St. Kitts and Nevis","KNA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9734066336503","15.3261478375926","15.327539593319","16.0548812001094","16.2122867517196","","","","","","16.5747502722932","15.6472891955951","20.9361362778458","21.6894944463332","21.4382404103893","20.8153420603296","21.1186658172801","22.122431913567","22.452218683465","22.1547618059958","22.1415541505137","20.2653501597892","21.7129248734726","19.7662426384811","20.411158692759","","","",
"Korea, Rep.","KOR","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","11.1742335320907","10.5014963271969","11.6118224850569","13.2602259854737","14.5214109288708","14.2006338990189","14.6304814351539","14.8298048660879","14.7575580231713","14.7554942827021","14.8069069586659","14.9268544139169","14.0259660191431","13.6371556036479","13.387640636998","13.6234047031361","13.5528140517264","13.0150809085238","13.6122031861447","12.7249482160709","12.9298262434524","12.7056890023243","12.9109295836518","13.2362818763375","13.5014532128641","13.1853271187869","12.9267387995046","13.1151995725921","14.6311248729897","13.9200386419011","13.6451571116792","14.1400983555249","13.4464950011592","13.8580206747726","14.2894925400697","15.4764356422737","15.1477746968245","14.2867475587124","14.0454612631865","14.4356557945975","14.717921804729","14.31121468508","13.9259016884726","13.9480457665053","","",
"Kuwait","KWT","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","37.431693989071","37.2171311015523","32.677682472533","","","4.61580222111909","7.59796449593134","2.17842633347251","2.69990950265057","3.73615036971713","3.44477901726507","3.23829933001231","3.12861410380172","1.93800252405449","2.09502176890991","1.26738031622326","1.22982057143041","1.17599291111473","1.54507084715104","0.255607395220378","0.0858148101636521","1.09262406559551","1.42276428547822","1.14616711856051","0.965076951259128","1.17308423396513","1.49232965951702","","","1.03728623493131","1.18205349439172","1.32473540337843","1.32442769880687","1.02996651549188","0.970478452663726","1.08652282004849","0.875820292781423","0.971192335455082","0.979470420900206","0.79978170664007","0.716305913936563","0.777450690594871","0.890137193475208","1.38077874761047","","",
"Latin America & Caribbean (excluding high income)","LAC","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","12.3082524848141","11.9579489869632","11.9557519186873","12.8059160420322","11.38663939329","11.5181306200432","11.4155051226314","11.1820596310787","10.3341997865444","10.5679411424955","10.9724168133575","9.5920969183392","9.88701212292781","9.85966633258748","10.3157724118244","","","10.0163727417261","11.3655270524069","12.0294275440784","12.4990559443958","","","","","","","","13.6742845531461","12.8123514954379","12.5948168137038","13.0252052242773","12.6871696496393","12.717243630486","12.5908008710392","13.1404630450206","","",
"Lao PDR","LAO","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1029400169472","12.757166174219","13.027139092932","13.7186314941068","13.6209031010602","13.7722745666731","14.2089743058443","13.5061714695442","","",
"Lebanon","LBN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9327257731959","12.6332288041608","13.3726880982344","11.9012298232129","11.8780771977299","14.4305901911887","15.3767134599505","16.6698322253878","15.3175750210339","15.1641487613367","15.0962780026991","16.357481200151","16.8194665964743","16.8551220479295","16.316627176347","15.2493815693039","14.3308046504873","14.1867898165045","13.5930177459449","13.9476205657707","",
"Liberia","LBR","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1872314418182","13.4059393515774","18.9510407736008","19.9832025650543","","17.3187430450645","17.2995933738838","20.8652431864016","20.3403137272027","","","","",
"Libya","LBY","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.2789751835642","19.7883286598524","20.0415157207311","19.3768518526428","20.5569229276316","21.0581493718763","19.717861552675","19.1070663743274","20.9511333335798","21.2326474895428","19.5378680375438","19.6894361021282","19.0814356922479","20.2408596433138","20.4168324906183","","","",
"Latin America & Caribbean","LCN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","12.8562758719415","12.592774690923","12.4046702210734","13.1614897160178","11.8867175278818","11.9263477137884","11.83103318584","11.5365915093235","10.6104612179224","10.7964490753969","11.136252109903","9.93208939031256","10.2417256117294","10.2623596663578","10.6587513336759","","","10.3628818599015","11.6132260947497","12.1978311688917","12.6813423160585","","","","","","","","14.0299201388933","13.0239601671696","12.9411561618333","13.4150935467707","13.0948230506176","12.9860710309447","12.9115342730015","13.3818186348418","","",
"Least developed countries: UN classification","LDC","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0208338512791","18.3047979696249","17.9534568745988","17.4699988990422","17.1679756304785","17.7520171555561","16.950690509915","16.0076920311995","14.4764269842611","15.0120754491787","14.5027655060765","14.6255003915026","14.0203617835683","12.7106758527447","13.4659689569891","13.7325290221471","14.5772591775899","14.2216085895166","13.2773344349015","12.8003204769597","11.3000313948856","11.2563953564881","10.4084163206207","10.486623141379","10.1375053221658","12.3787373159185","12.3633052134388","",
"Lower middle income","LMC","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1012843067725","12.9153659417117","13.1438284098469","11.8984812789374","12.6100570929064","12.5674666400381","12.2170003118941","12.4035400801459","11.8642708415034","12.5447833525155","","10.729935240651","11.1691975915027","10.957181595057","11.1085089064323","11.6239867496373","12.7248969470826","13.0094945765187","12.8142038450353","11.4506896753236","11.5506767496501","11.6814783642871","11.6779794569932","11.5754554751602","","","","",
"Low & middle income","LMY","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2441788310102","12.658981687483","13.0168631178982","13.1123433201085","12.3313122896185","12.4788791654772","12.7899897399984","","12.2559231415206","12.2345576633427","","","",
"Lesotho","LSO","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.9678338344451","37.832605676392","37.376246711209","48.0117184064206","49.3496348347789","51.1601370720259","58.4077894075156","37.1734291565658","34.7531265043632","48.927912047277","48.610229218408","","","","",
"Late-demographic dividend","LTE","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7074463173107","12.8498859174527","13.3491474095495","13.3077914289435","12.5653796695002","12.4269216969938","12.5621687538629","","11.8568938576484","11.6677360551806","","","",
"Lithuania","LTU","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.73892896676423","5.47473029892954","6.2681263200819","6.42523922840978","6.43281842915164","5.87205067377073","5.61304412542065","5.55400582059828","5.51514799941567","5.60206765705013","5.71523203091633","5.92626317319743","5.89339367516744","5.92544025860578","4.92823976589858","4.6247902317998","4.49000417979038","4.50613381799009","4.5262305726497","4.58812434487789","4.84664368489042","","",
"Luxembourg","LUX","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","16.0974422378985","16.6101065906405","17.0578118302492","19.9615230044509","19.6415230569523","22.0398446911181","22.8677749115585","21.1370907246566","21.5755416810776","22.0199629835325","22.1528705564878","24.5856330440349","24.0465343353762","24.0188540540043","23.3381134266662","23.53081296118","22.7588137529707","21.8281326503175","22.0973424345882","20.8723033808889","21.4303955587384","22.9455301483262","24.1760998397848","24.1343921679877","25.0959009701226","25.6729470195031","","24.3007529403333","25.1423372818459","24.6315777904842","24.26026901467","24.2231535177219","23.9782756357688","25.4594744632905","24.2438727984432","24.2117187522528","24.5010178839373","25.0070255928943","24.8983321217193","24.5157104499205","25.6914690655452","25.8628985259779","25.5973186333783","25.1377039260531","","",
"Latvia","LVA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3455407055779","18.6726324869699","22.2584369815785","23.6351203000354","22.6701902606898","20.7701531842672","20.690637637439","19.9848162564278","20.2444535313131","20.4181713072618","21.5409091605526","22.2485557124147","21.5449825658362","20.4936321716359","18.327910183521","19.0288355279056","19.2866121283965","20.3086913295333","20.6259486242259","21.0082421896706","21.3737663594805","","",
"Macao SAR, China","MAC","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.2032392802383","16.0712546946724","14.3385195925348","14.31723014343","15.0420962953762","16.515655235937","17.3502452486996","20.17363126948","21.3842773718794","21.0979436782558","21.2552181040748","25.6004751068312","30.3943385813901","29.4599839652936","34.5329872561375","37.5629873635947","36.9378394617385","36.3769681813216","34.8052920761531","28.9144853752389","27.9415343878643","",
"St. Martin (French part)","MAF","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","14.8725637181409","15.6420658449056","15.5277280858676","19.7879761610502","16.5525545377278","19.9795020196539","19.5053849222178","20.0264332801444","16.555316604022","16.8978549806152","17.2577254644411","16.7769885692992","16.5595730694768","15.8964814446512","16.0177047841293","17.1963123826935","18.0624960743453","18.3295725810418","18.676721475858","18.4154193783175","20.6514295555341","20.2477033406709","18.8549351466086","18.351209036907","","19.4054874639843","19.1652470155573","19.8732387628787","","","19.0725660331981","18.7897724841481","18.9788516520112","20.9729412608579","21.451021443388","23.9054028489523","26.4926255843365","23.4563039837761","22.8192333812509","23.2967561359164","","","","","","",
"Monaco","MCO","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.0896171631064","18.2831985703958","18.7333174316512","15.0573270821849","14.7257523695259","12.1713376650726","12.8813543692286","14.672913689088","16.3575064848884","18.4854037391876","19.5710510216802","20.5667007882208","20.4460968019778","17.6853133213094","18.19547020028","18.2799478942613","18.6449268406507","18.3974728882698","19.8197233377956","19.5045813173633","19.4277045718195","",
"Madagascar","MDG","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","58.9500733737207","56.2819786460061","","","","","65.4235527135216","61.9967391961466","57.0655242033579","","","","","","","","52.4605433495129","44.2019267680295","9.43055524729721","6.9021876479643","8.58715292864562","8.1614509119947","7.68979386317888","8.31517280698664","8.47035807022393","9.35065340731903","","","11.3260830447828","9.73894115486739","7.66963419363322","10.0089825071612","10.8775238476519","10.1041884044993","10.6696559604367","11.4329106023125","12.9793735854144","9.38494266730393","9.76002910022868","10.096434284521","9.76817006335529","10.2952947889238","9.90358974035885","","","",
"Maldives","MDV","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","5.11540860885839","6.89145223306714","12.2199592668024","12.6318371351484","9.26165803108808","9.99113867966327","10.2897693672383","12.2840690978887","13.5706565793029","15.086961596825","13.9623192639112","14.6140952989065","14.9589823640772","13.7345373227277","13.0045821514292","13.5963884925789","13.4521788341822","14.4455044389877","14.2002404743947","14.0915704652276","13.796110041301","9.82630738897756","9.50792544852813","9.42070182298514","10.4894358345007","11.5693739137953","11.7564407084796","12.1474495133357","11.5788828107434","9.10066797746182","8.84762791757482","12.0781339883642","","","19.4636853487391","","","",
"Middle East & North Africa","MEA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","7.61430533187304","7.09228788957105","8.0026070715482","9.18140251468615","9.0447022006271","9.94991138900925","10.738436960177","11.3446715284017","12.0576071756856","11.1309974777356","11.9209753644063","13.6361734682349","13.2434933831395","13.0298614249444","12.3333926536646","13.4089348055686","11.3164562744053","12.0533914298201","11.7826894954672","11.5461491162096","11.5880233550549","9.01253424361776","8.49988483658151","8.88119720512096","9.04155675582389","9.35914711693602","8.55350466877843","8.91673135760757","9.91254786267169","","","","","","","","10.1030799663432","9.73492128647954","10.1750986185818","10.0919255381013","9.89237128019952","10.3962317693315","10.7638172094793","12.9998644191898","13.9424630722739","",
"Marshall Islands","MHL","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.4301738283001","18.070503710256","17.1203764826261","16.7429087909925","15.7817450954455","15.9247403574828","15.9077179989439","17.4988717174769","17.7919113779635","",
"Middle income","MIC","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.264137616532","12.6866111148079","13.0463930787008","13.135206565156","12.3466164696995","12.481616122736","12.787021470518","","12.24518932237","12.2282177468317","","","",
"Macedonia, FYR","MKD","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.425098651308","18.0826616858798","19.0748302217282","18.5239461061968","17.1295782664692","16.8656928030442","16.999651001969","16.4166504179317","","","","","",
"Mali","MLI","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7850780299968","10.585476749792","11.1732839031018","12.7679538099709","13.6870443362899","13.300258431538","13.3161448258333","13.0559705898701","11.8957876728799","12.9862279319183","12.8928505320254","12.5452140284448","12.9913134646021","13.0256031799727","12.6092573149872","14.0945039391291","15.3757271204109","",
"Malta","MLT","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","21.1711890730043","22.0143962946863","20.6659996999455","18.874721892246","17.7326365800818","18.3548309199279","19.1585531758364","","19.6942424223645","19.234036012698","18.5109664648153","17.8628441766262","16.8415187923307","17.6766655483894","17.1803216090225","16.5521534464962","17.5989121840081","17.8970137020048","42.4343268358167","43.0508343726736","44.1720400341012","45.2629229121742","42.314009539659","51.1257526515046","45.4317176856634","47.7331015636518","43.6582505792352","47.6002786258814","45.9208121062034","48.5389997794453","51.3893051294069","54.0050067220595","55.3589428871641","59.0335635839278","60.2270237129312","62.9415100711769","26.152952502162","26.5425015475841","25.4348359724222","26.0632756635829","26.3465132843511","26.6566726245651","26.7890315994907","26.3200564458847","","",
"Myanmar","MMR","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6894608280461","14.5496063623238","15.1057868552522","16.1840983261291","","","","","13.6687770510901","13.1498941264852","13.0452344077965","14.3375608213797","16.098439399034","15.5958804983326","17.4475474378426","16.0997916567524","","","","","","","","",
"Montenegro","MNE","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.0813657403444","17.5173290209183","11.3241649294688","9.77395635608051","9.60234781614151","10.5724331514759","8.35867208733412","9.80581787762116","13.9101606963282","14.6620591872387","13.3692402225643","18.0387455713481","","","28.7099746786874","23.4791764785419","21.6518153603901","16.5402944034255","19.5931192505774","18.466991091551","15.3121421842763","15.7312080370605","","","","",
"Northern Mariana Islands","MNP","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.1235135972507","18.7033648038213","20.3651164558138","23.1263709913439","","","","",
"Mauritania","MRT","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","20.0369950883641","19.6326985421372","17.6551346096206","16.4322744207294","18.3373577812812","17.5684687198394","16.5904291687704","19.0104735264351","19.4357569593508","17.9352424013627","17.7037963342895","17.7382113806565","19.1855146500157","20.0091046843239","19.6468052738337","20.293441563829","19.1502893307681","18.1006276023863","18.281506612777","16.1142166084137","14.8129870776394","15.9934846039966","15.9933620670276","16.9537129761634","17.252438911523","15.3980989954061","15.2395088041355","16.6884410576978","16.7314894092653","17.8192067927354","16.0286714228025","15.1054617551751","16.9672194586532","18.0730130657124","18.0167133723215","18.0045184138976","18.6217074867957","18.3666087535614","","8.99395695949919","18.1461938716072","",
"Malawi","MWI","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4658535990946","15.37291389694","15.4518437508225","13.5570747854235","14.1290373017969","15.9341360009702","15.2421953659732","15.4890813193579","",
"Malaysia","MYS","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.378002687886","19.7533668092053","16.7300984310347","14.0936143048084","13.6669089031737","17.7948888050621","17.4470006158471","15.4956551225138","15.1990617003727","14.8263910607125","14.5162213065721","14.3037228371975","14.6629773008749","14.9405044081873","13.3321953103767","14.794353171378","15.613146742555","15.310235280489","14.8407907140268","14.2902058609875","","",
"North America","NAC","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","11.7891627659268","11.4696800739772","11.8102432489145","11.1591825086164","10.7249357819371","11.5956702722164","11.5180064593853","11.9818718055972","12.1163107138677","12.5352075830376","11.9743222029596","10.33660909416","10.1519714563814","10.3657136599571","10.1397447362889","10.9151193879041","10.563281739487","10.7517321989723","10.7747070726357","10.670896722486","10.3546895915195","10.5853054957464","10.8211344766402","11.1624538970768","11.5707728748193","12.0425170280544","12.514169300339","12.4520278152244","13.1077577515885","12.0326492105515","10.1511171339603","9.69969296559714","9.84635564672451","10.8825948300764","11.4662946535775","11.4773514235072","10.5001759061469","8.3351915619033","8.89664672537381","9.79259498210136","9.99094349791858","10.6747828575171","11.0955134880039","11.309358676991","10.9728960410617","",
"Namibia","NAM","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.8921211204074","26.8154500218035","24.968915449188","26.3962763498159","24.286373178613","25.2472721103267","24.2533346315923","27.0087202779044","26.0061921436501","28.2775915287353","27.5293211925332","26.3952082507839","25.9757619406671","23.1757180757817","24.2872976621948","25.7606579032852","29.1451654697564","27.5553384389881","30.2730237671751","29.5894785878057","26.0892791712839","30.1410702493839","33.0676334946528","31.6935866210876","33.7604309910997","33.192345643338","","",
"New Caledonia","NCL","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.53386045860609","0.905461723184428","2.87472471304292","2.40836527173452","3.97690436665771","5.45909857458821","5.10895991304315","2.2684599570657","1.80433116512139","1.55675724518155","1.48253366845688","","","","",
"Nicaragua","NIC","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.2658373469951","18.2393673743543","19.8495091477019","18.9808828317596","8.9936659409003","9.40273440161028","9.49444128842394","10.589091758038","11.0364830637541","10.7189463745964","10.6468701120311","9.80250806649996","10.3954991061828","11.7208158960434","12.1881791801183","12.8998034816805","13.6842084660093","13.8620870800837","13.2016760492309","13.1376609454229","13.6783665497108","14.5197030493667","15.0091410767164","15.0204349649964","15.3162278252076","15.6005519760027","16.2347618717109","",
