"Data Source","World Development Indicators",

"Last Updated Date","2018-01-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Germany","DEU","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","10.8250609198058","10.9608661078659","10.5150099535802","10.0830277329637","10.2089607085251","10.53070956698","10.5331126626998","10.4193012584413","10.3216195605977","10.0949319388651","9.83162534267707","9.78743464495999","10.2295626157852","10.2357084635933","9.97562699656378","10.1229353196172","9.85375644066217","10.2896536613208","9.869626192158","11.6738827699709","11.800604015761","11.4757942295044","11.6731228384573","11.4519611560499","10.8730117529798","10.6991037522432","10.8157643083296","11.4794080043392","11.6638475204112","10.9251095258848","10.7819706783627","10.9564069763252","10.3891007742379","10.5988195718123","10.8146244646401","11.2723467410464","11.390890566568","11.5580340449055","11.1157880049301","11.4417783894167","11.5585912858106","11.5368475430254","11.4773893680072","11.4280879864636","","",
"Djibouti","DJI","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.081966625558","17.5837736203025","17.7674731308097","18.9897596002227","20.2889069190806","22.94","23.5104364326376","25.0941624386006","24.8400813668269","24.2763975816143","24.5957263711745","23.0578031447823","23.0280268162183","22.3775514746644","22.0942417746916","","","",
"Denmark","DNK","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","29.0073026156867","28.9217611145477","29.1084705385103","26.7183778066336","26.4858365403528","27.0707510079802","28.1356176605773","28.6034192605559","28.5258489078699","28.0477789373384","27.0991926640497","27.806497330494","29.0103883331781","30.5028202212499","32.7433715243915","32.2217130060781","32.4458374686955","31.3966563389126","29.7246121532522","29.1293816973986","29.4860099630125","30.8480870597308","31.560295826177","31.6608183636393","31.8798114747469","31.7470372008736","32.0466142996388","31.9265642707614","31.5941072203733","30.1672006217892","30.1171902421591","30.1407829192393","31.2922102973371","33.0717712158509","31.8602950792386","35.0930071397968","33.4215390764209","33.1838296819718","32.7372294616125","32.7534824084633","33.4464026950895","34.0550776114345","36.818992865309","34.1230955627426","","",
"Dominican Republic","DOM","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","13.8529663362351","13.4388200383341","14.4209734755264","16.0809041735642","13.2636537243421","12.5373324088277","11.2558646112601","11.0314975807177","10.5097268811683","10.1059587204062","8.2822699039828","9.04430516070163","10.1264232786656","9.69124565139822","11.281896109473","11.2446211993676","11.7008867834152","12.3845924093045","10.2967904802092","7.59856108113363","10.9460910585833","11.2444060020308","10.6453008445075","10.7298864682127","10.4070292811161","11.6556903389246","11.7021884922649","11.7565243801152","12.3210831572032","13.7604287815848","13.6102977618408","11.9470212779356","12.8930892232305","14.550171655719","14.8369114874165","14.8862683653105","14.1610535171598","12.6359093523094","12.2138057352918","12.3113604197491","13.0359680528423","13.6551703147802","13.7843945311292","13.3860851720737","13.6501355112435","",
"Algeria","DZA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.693798057302","28.5995172692834","30.6070038053033","31.6084464428848","25.0268141475931","27.0177458279264","36.9281889881695","32.0455109875802","31.5249049847036","27.5820531278798","26.8039961384115","30.7654696563252","40.7503930152185","37.4310118551299","45.2529353718342","35.1429026181677","34.4027688060569","37.1847361397001","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.48931929039186","9.96681823430275","10.5211242149155","10.9835793449698","10.8428998543506","10.8257572796673","11.0776585656252","","10.7702487004496","10.380458166558","","","",
"Early-demographic dividend","EAR","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","12.5255456803647","12.8106404618891","13.29808327945","13.5714348559108","13.7447490798289","","13.9271994068968","","13.923410670796","13.3001674922843","13.7226978057343","13.1697330853023","","12.4214763700844","12.7432999137839","12.2752012033773","12.0652637243966","12.4501460652301","11.5160952090124","12.354318251279","12.4496120474316","12.7599590512633","13.5378949703752","12.4496639756397","12.5176473912605","","","","","","","","","13.9181449982719","12.9216992640528","13.7412793576253","13.7559090548912","13.5070488581884","13.6493622056689","","","","",
"East Asia & Pacific","EAS","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3671440203832","11.7569843802104","11.921147724742","11.6904407422679","11.184269193222","11.1926550717958","11.5298043291245","","11.8576952103333","12.0518628766474","","","",
"Europe & Central Asia (excluding high income)","ECA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8336535135636","13.8173649780315","14.9125416087255","13.6296328639996","13.6461038251653","13.6499268448614","","","16.6609631602292","16.5863097804217","14.9393157937765","15.2587995301192","15.8377568154523","15.5106356405119","15.1297531941758","15.1488737295284","13.8553064994742","","",
"Europe & Central Asia","ECS","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","16.3617191897612","16.8724629275952","16.6035625951014","17.2625579271467","17.3897943834616","17.2318266804391","17.1366061930408","17.4618548194211","17.4972286433572","17.9926452226155","17.8449850259664","17.8476960386227","17.9813744866474","18.2125674920943","18.0262985693329","18.0640120913647","17.972447666326","18.4435018085554","19.2273437439122","19.0329474990721","18.7750191166777","19.0149986768993","18.9467711572981","19.0614862198769","19.4071886825572","19.7206977730103","19.6000476842721","19.7617007705837","19.5033565866393","18.9491269331734","18.7179623214235","18.6483350913152","19.2238170020173","19.5931566206821","19.7469989360034","19.4035044998381","18.3332495056723","18.7726954322467","18.9602273560659","19.07520340435","19.2848341258973","19.2875270364876","19.1085343019743","","",
"Ecuador","ECU","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Egypt, Arab Rep.","EGY","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","20.8700655590277","17.2736730002427","25.107861936721","23.0117399792218","21.1334113771456","","24.8210168828238","23.4444917756054","23.2023165378185","20.4497610782739","19.4253294561229","18.7636871673024","14.5520549559131","14.3226127278054","13.8766074640404","13.188374687889","14.9041206546925","18.4802300503235","18.764175257732","19.0474285714286","17.6230392156863","17.4629468177855","15.9646483640466","","","","","13.4077593032462","13.3499401197605","13.8359777457243","14.068635097493","15.8295127084345","15.3498523093448","15.3205248464545","15.6613605833813","14.1300762473065","14.0086354022318","12.3849047590613","13.4980649322726","12.2201408450704","12.5192110970171","","",
"Euro area","EMU","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","14.7983872086712","15.0053256012611","14.5145250782011","15.2784842456309","15.4749530065782","15.5839316721781","15.6665710056164","16.1492371800621","16.1203218590568","16.4648759795463","16.7736209643814","16.8656153806582","16.7487281451236","17.1512122381381","17.1552926760921","17.344365605591","17.3799797401573","17.4542045354944","18.427015614265","18.5136021680631","18.516678093489","18.3589669661855","18.0978275868245","18.2411330135394","18.6158127542343","18.9143036585209","19.3829380769324","19.1952856750702","18.8431219575918","18.3698373444716","18.1303081821803","17.9106770032839","18.1485101828326","18.5613708751236","18.7121426883799","18.1715055055004","17.5043572586996","17.9011610176275","17.9773571779764","18.4095383802453","18.8760597110624","18.9329338548165","18.8870795892344","","",
"Eritrea","ERI","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9083635761979","15.8889899834424","15.6685950556801","15.8349006032034","16.104395641376","16.2322630560928","15.8578355691266","15.0037101888726","14.621542505526","14.9553063546238","15.6502601642441","16.110832223847","16.6990961383485","13.2474187551793","10.993168077164","12.9742306429156","12.4670115063866","12.2269826844198","13.994928307008","14.2524715268544","14.4231748577312","","",
"Estonia","EST","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.50283411221371","1.40815361879335","1.42839582626761","1.42724746945415","1.34433388835025","1.25835315349049","1.23033521526962","1.26272890813051","1.27249032198104","1.30240056485265","1.22950935260836","1.28008527672034","1.30481058919857","1.2411549472159","1.37408200856854","1.26909708897676","1.23061768511149","1.27387531403165","1.28745717139823","1.34490467021032","1.40257801931496","","",
"Ethiopia","ETH","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.6391896656738","7.45060832431908","5.60078100255619","5.91191030957921","7.67825093616745","8.42952152649884","8.95248838813134","10.5227644109401","11.2621453760978","10.8848189783442","","8.08387167264084","9.70983167885198","9.11689550681182","9.68076220287628","8.72441638457738","8.26284585481565","7.81252966616113","7.81414425408042","6.58118138102551","8.1634410798229","9.20935861701915","","","","","","",
"European Union","EUU","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","16.3324734172137","16.945916632271","16.5805785970956","17.1816411017015","17.2842066236604","17.1290281527375","17.1070577377952","17.8019925489823","17.7566399229365","18.1924717675082","18.2478433572653","18.3976923571222","18.4939596940607","18.7076366927568","18.5512971454057","18.6750088022811","18.6319909875163","19.1300285875713","19.9735708229013","19.8250727740504","19.5331845450123","19.6180363498517","19.4878841834537","19.5517353565258","19.8731144368033","20.3558678216506","20.7397250323048","20.5864279577663","20.1969504726352","19.6804110101315","19.4594482582302","19.3455555603873","19.6442254859205","20.0455361430993","20.2500827863922","19.9478966926695","18.9545160609463","19.4337546204745","19.5659204679963","19.7865412342202","20.1286651214994","20.1788574516777","20.1801546697667","","",
"Fragile and conflict affected situations","FCS","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","21.7493656710007","21.9873884471554","21.3324352247201","22.1430187963916","24.6837344845912","24.202527260082","22.4020385053557","21.1720389470946","21.4421879644432","22.511592362103","22.1478261732907","22.3198294289925","22.7222523700553","23.4617612574069","23.9564587761546","22.6542690041838","24.1794522049605","24.6373811441338","24.4048978887014","24.4216945770272","24.8634765467862","22.4088424480742","23.103789867251","20.7005803806973","21.9157515187145","22.6308078527696","22.7262805070526","22.3858378702048","24.2730495152685","21.9187098873557","22.4967462185327","22.0843312286813","21.8511203518492","21.8326266675589","21.4553860057701","21.1202461089911","20.5496848397871","18.9577360533395","18.7049706039551","20.1326770593643","20.2609701040577","20.7432944161937","20.774404547534","20.6822183308601","0","",
"Fiji","FJI","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7570707070707","21.871694417238","21.6010076879642","21.410668253024","21.4956593324353","22.2061424086037","21.2021419009371","","","","","","","","22.1900155920428","21.348064225041","23.187023319146","","","","21.7790468624783","23.0228528577053","23.2333296664115","23.645544892533","","","","",
"France","FRA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","18.6031780999985","17.7802601970567","18.8093093939656","17.6646046849636","18.7849332716254","18.1882702004444","18.2042343896745","18.7741710885718","19.2305798302838","19.3036799417046","19.5347731764948","19.375589691717","19.4952262449764","19.5785921186704","19.5814525096044","19.7818108025223","19.1250326854468","18.8158773440255","18.6443301775855","18.8249896816811","18.3715360032979","18.283463958771","18.9799087499551","19.303050612792","20.2162119226339","20.9254319521073","22.8655054254712","23.4592116373222","23.2475124604205","23.2501137813676","22.451496275072","21.998878736172","22.0585003156492","22.216810818193","22.5073343452401","22.0974779895871","21.995941578776","20.6806851100326","21.9168958824227","21.8230219823978","22.5737435245761","23.2545375122444","23.171862289644","23.2272359989299","","",
"Faroe Islands","FRO","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.29252676051837","4.40100769127185","4.66771907827089","4.97685490693944","4.90860111360944","5.48684472817733","12.5942350834624","5.44076728291828","6.04661383783233","",
"Gabon","GAB","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","23.0184853204808","21.0715830724992","23.7460735062314","24.2656075553197","23.8006952491309","23.3257744536389","22.1542220674458","21.9037787093631","23.876065932529","24.639426203616","25.8661393285258","24.6485304999056","24.7776311010935","25.1335734201353","24.5006836277848","23.1587950829559","22.990749915473","22.7622715847149","24.1512945995683","24.8471370411411","24.2803159914902","22.9810917661155","23.7970949924584","23.3885416863642","23.2428858873857","23.7813166683715","25.1246041524947","25.6796843583721","25.8978947436075","25.9257516669433","24.9296963594665","24.5094780447523","24.8855232193794","25.135712564899","25.8385920795936","25.7090328101968","26.9140783240602","24.1832817272689","25.333111375126","25.9640918815311","25.1999584625198","25.1223072156407","24.7949171013281","25.1358447470453","","",
"Georgia","GEO","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.33383334137957","7.24198650895769","7.90305226992332","7.65175651415759","7.35241443955461","7.61665798912182","7.03285232967116","9.92742909878589","12.1100228230001","15.4482391095897","17.7153064979285","23.8093586706304","23.1386106134172","22.1391282326326","23.833401222789","24.1182849568623","23.4201849208664","23.4884629503527","23.7741077343959","23.4709470613726","",
"Ghana","GHA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6776878472579","","","","","","","",
"Gibraltar","GIB","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.2047799785766","8.7463324721029","9.5577415117244","10.8156928115974","","","","","","","","4.20363689427776","4.86750687105553","5.58383773245207","7.84880952719292","7.21460495381322","7.97608415085444","13.0297799792954","14.6784814571486","15.1258333785044","","","","","","","","",
"Guinea-Bissau","GNB","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.54668815352279","7.78635988913296","12.7630966475237","","","","","","","","",
"Greece","GRC","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","12.9026828098165","12.4836429148208","12.6364101499285","12.7029423578464","14.0997502563941","13.9649097655532","14.2863227974217","13.8960550046047","13.7711688011144","12.3228292866134","14.9348707060733","15.5978501194958","13.9701619698163","13.8121186216597","15.5925836232275","16.3554570102202","15.0976366541099","13.0002973225289","15.121290735755","","","","","18.5808412494573","18.6360884681499","19.521901722578","20.5280821101698","21.433046255686","22.4705218067773","20.9377728582473","21.2668771915194","19.7076767099343","19.1347300964628","20.3265057678376","19.9792007188903","20.242842540277","20.2136126233003","19.7756801582681","20.2140014436009","22.0737324364917","23.6035970685304","23.7398199911861","24.372471766059","24.6302036056638","","",
"Grenada","GRD","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5112597643755","17.5679684063159","19.0007590022581","17.9846956357693","18.6390707394948","","","","17.826609026273","18.8822919525813","18.1162914043581","17.9867198086352","18.6934078696678","17.2788025273176","18.3161668512561","19.0821760547187","19.6651448390151","19.4506258193711","18.2446888423636","18.7291669398752","19.1705706762438","18.6685261226908","18.4162977886041","19.4292612759041","","","",
"Greenland","GRL","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.86521167042449","7.32568643787739","8.31394870079594","7.81982716975758","6.76522723609661","7.71473124255776","8.52966373904846","8.69766927303715","9.37193397451466","10.2471509266561","10.0649764496874","10.8630251233603","11.8805491520918","11.6738557832734","11.5527370352089","11.2053914246128","11.8569713055743","12.0593625404595","11.2738321768609","10.3355380847853","10.4352796628099","10.8378012615549","10.8359605066414","10.9261207016358","","","","",
"Guam","GUM","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","13.9304896295836","13.8258078676392","14.2188244547654","13.6113319492262","13.710979237611","14.092261409191","14.0085567194351","14.2801948924392","14.6200319956396","14.9315712476474","14.8959074807977","14.2616807743632","14.2300406468247","14.3867903150749","14.3494922971435","14.6988888846138","14.6179644045742","14.5394589686465","14.5652194996703","14.7848470937372","14.4084954129179","14.4020561780448","14.5539063444934","14.9567903094453","15.1671809181254","15.3665833887496","15.6469332010774","15.79890580664","16.2531318977711","15.6288474094921","14.5606730225398","14.2936570113839","14.3832094746021","15.0266279692517","15.4847708064423","15.5323413518567","14.8797097758402","13.4740043423516","13.8960848835513","14.2830402555221","14.5137013376022","14.9691639034374","15.2838720444964","15.3460114955013","","",
"Hong Kong SAR, China","HKG","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","10.6724788712627","10.827397853556","11.1213146447559","11.085409252669","11.6617215008057","13.093741033056","12.682042308423","12.8092385700475","13.630163413286","12.3975882248626","","","","","","","","","","","","","","","","","","","","","","13.7464657766749","14.4958593254183","14.5349539639745","15.2383560846971","16.3850005480222","16.1305159842983","14.1619701907107","14.4250984008607","14.7879787886259","14.7474723155071","15.0632419088149","16.5426382434487","17.4572070345155","","",
"Heavily indebted poor countries (HIPC)","HPC","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7813007433846","22.6522115930149","21.8045515699943","24.9965883678354","23.0383076055348","22.1586768373249","20.843071512374","21.3495654353199","20.6178042094889","19.8640595042329","19.7819320406675","19.857898975213","19.9295931886458","20.0103540963267","19.2403292311301","19.1612248882173","18.4680068974126","19.5771616553321","19.129377477987","19.3075443787862","","","",
"Haiti","HTI","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.5532516749151","24.0779312722107","25.0141330733025","24.1983095382881","23.0570873802379","22.7908207047449","20.7960562847726","20.6349254925491","21.6023807428836","22.1991653379599","21.2623808833881","20.7452252644359","20.6104650221084","20.3621553331171","19.9109614058231","19.7817063368666","21.3895569561842","23.2500662839055","23.323569957756","22.8482300143337","21.1349906507479","22.8920341513434","22.7174281997563","22.9271993159734","23.3479761019295","","",
"IBRD only","IBD","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7083979336062","13.1633397065652","13.5434440366826","13.5231528308661","12.6480235544388","12.8460225903887","13.1649011700554","","12.5367455509507","12.3950851422647","","","",
"IDA & IBRD total","IBT","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4746247959545","12.914898506312","13.2862785459592","13.3291672539205","12.4766325464878","12.6687471426615","12.9827624936824","","12.4154409676931","12.4253551254905","","","",
"IDA total","IDA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.06212018153139","5.37504702728264","6.2021204540361","6.57007137268184","6.87958573647848","7.73660215514352","7.30575325610677","7.06712743110602","7.41361021453079","","","","","","",
"Indonesia","IDN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","11.6886592264101","12.9754123279923","14.9985662314086","15.5488496220049","16.8024841605109","16.6442756578961","16.8054974289704","19.0508102221945","20.4558085114316","20.6122767284392","18.8368999838724","17.6785944201803","16.4214862572237","17.6110015062822","13.7319507543897","14.1667336206282","14.1669622761033","14.9871390031805","17.973711030034","16.1447088170956","16.0820220872047","13.4836714766175","14.9788902820264","14.0550407657246","13.3694464546548","15.0384635422269","14.1140380004273","15.3239708883533","","10.8743289492988","11.1079805399844","11.6325965359418","11.5811615648677","","","","12.5014449063591","10.3855666192782","10.5374850612964","11.1581278507445","11.3805899447921","11.2853014633987","10.8355237532905","10.748467028431","10.3321153758637","",
"IDA only","IDX","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","8.2917281032614","9.14651249201494","9.30597471570842","8.71332530578171","9.42803953496582","9.82004304479707","9.14810253311885","9.33825767698683","9.39443813149122","9.39380575033572","9.43236253535879","10.2116363092653","10.5682841163196","10.5490283615908","10.4967591630345","10.6098745658983","10.1287028747586","10.3084313809652","9.9377932891594","8.65062837547956","9.10320388695216","9.35156962759127","9.35627641367658","9.13102788646238","8.22283168732039","8.75508822147463","8.9292549815681","8.18868715112791","8.79357552490149","9.23122391150078","9.7002127298222","10.2240075118867","11.3705109955255","12.2658484489407","11.0876217381011","9.94269842910791","10.5071709462943","10.1773871997608","10.8367717209692","11.0016256942917","","","","",
"Not classified","INX","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","21.83383926603","22.1427782969909","21.9709546639258","21.2701461511322","23.6366355798224","22.5060775499022","22.0829257105422","21.9379670827792","24.1979025423929","25.2839485007818","26.3528626680733","27.5023202593642","28.0858143130125","27.173036272282","27.3208225481883","27.4152177846506","28.7168675354726","25.7982580126664","25.3295848612141","25.598569383304","25.9013669738141","25.8096239959689","27.0241399896157","26.4955413417578","27.1791890873804","26.8828145666276","26.529344505088","26.6969643926781","26.3773121655643","24.2348301514482","23.5181175058991","24.1637941508663","25.0865910239416","25.4753004710802","26.8076966543082","25.9196497247927","23.7393002076122","21.9862911623856","21.815426142465","21.8204985985093","22.4696657902705","22.7911218222112","23.1543078015355","18.8560913923028","","",
"Iran, Islamic Rep.","IRN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","8.265513269301","7.5478109107924","5.41779096386872","8.1940784533984","7.56205850418081","8.21632300826719","8.8708585694318","5.9933747422517","5.17028487622909","6.97903560001079","5.92293172687062","6.03398096950066","6.43709659561845","7.32980963788643","6.78425089059535","6.00533842477846","5.43455242310244","5.36975044366403","5.57223654549526","6.16189081192739","6.88118064602608","3.86024599151577","4.37123611618595","6.22079867847657","7.94631513970274","10.1579620986544","8.64437605391304","8.32782333660662","5.86128209634559","5.74690355847573","4.99437771167461","5.20132534963171","5.19532335186139","6.65759371546111","6.21768140952709","5.93768768956558","6.19780928803603","7.35847804149632","","","","","","","","",
"Iraq","IRQ","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.89047514619883","1.22657010116098","2.01859897726421","",
"Iceland","ISL","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","22.6333675533075","22.6884670422847","23.5787916105088","22.6970415589803","21.5939611269562","20.5807809201504","20.9776426280147","21.7206391984248","21.039878974747","22.3690072281056","22.7648491285419","20.4066686580179","20.7751084966947","19.9416519768732","20.1394793403488","20.5262659566689","22.1252429346274","23.251836323974","23.3171554767659","22.6718372114363","22.9734096151264","22.3241056442721","22.0745803897166","22.3310457396919","23.2107067125506","21.9203004838488","24.055386512542","26.0071422932793","25.3289015434271","23.0121415188224","22.8843438092866","23.9394233958195","24.9867912499649","27.4248219435886","27.4210252126294","26.1984250813019","23.2138848664681","20.1690984102547","20.7420935657218","21.2733999141389","22.2015568253342","22.7580605760659","25.4738352490276","23.6810366571949","","",
