"Data Source","World Development Indicators",

"Last Updated Date","2018-01-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Aruba","ABW","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.24508591166203","7.81443171889218","6.66662183020206","1.15446939174406","4.51406203251221","-0.364695778713454","-2.16445940890385","0.465289865491144","7.51947237328494","1.17669048367502","0.380390971382511","2.35511944298051","-3.65462624193272","-6.88130206359888","-5.65350208612952","","","","","","","","",
"Afghanistan","AFG","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.44416322679218","1.05555578746555","11.1752702416587","5.55413762257501","13.7402049898513","3.61136839226168","21.0206487363678","8.43329048161792","6.11368516942299","14.4347412879524","1.95912289275337","1.31253090764642","1.11255752770336","2.23227175937284","",
"Angola","AGO","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","2.80000000794205","7.90000000367507","5.59999998070748","0.400000018928679","-0.300000018689033","-1.19999998948089","-6.90000000175168","-24.6999999862023","3.49999998931119","10.4000000186697","11.1999999665668","7.90000000976701","6.8047621164026","3.23979967059962","3.01207617104589","4.22096514726003","-6.94046155293243","5.24749454056162","10.8795774758584","18.2614503245644","20.7351248827892","22.5930542991417","13.8171458087553","2.41286969254453","3.40765479391563","3.91859698579799","5.15544054479086","6.81358576983935","4.80447270408375","3.00698054504154","-0.665353339356855","",
"Albania","ALB","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","5.74563529200685","2.94859680156875","1.10493826182696","-1.25159664469841","1.7806439597726","5.63724317825194","-0.78784265501298","-1.42003965482257","9.83654897047627","-9.57564016948626","-29.5889977012912","-7.19999998616426","9.6000000454053","8.29999997982694","13.2999999923636","9.10000000771629","-10.8378557356567","9.00885253995472","13.5011733754336","6.66662049881369","7.94033142454762","4.23137101758229","5.77349056080078","5.70955659620999","5.72081994678555","5.43101273852915","5.89999999980755","3.76085368324381","3.35261024250661","3.71005779297435","2.55016085977728","1.41996754114895","1.00075459957421","1.77436874323664","2.22658141376459","3.36998861157846","",
"Andorra","AND","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","4.64946536081882","8.14974348860618","7.78846720294044","5.61878972962946","0.542205658763706","3.30378704950753","2.83857556610091","1.46300017893419","0.0415571951292861","2.20872760693054","-0.132474511474584","1.24646111342553","1.7701183169325","1.78468669356819","2.32143303219918","3.2533217783064","5.54712217053806","5.09432620323219","4.82703424406914","3.7813875896292","2.54600287187638","0.929211956288896","-1.0314840109579","2.38318769098804","2.7574991873297","4.6497401487506","9.06767219910516","3.19479029605851","4.09908083663409","3.52836129711109","4.54676831970609","6.47101467082791","12.1687198869046","7.64786979021986","7.39698271536501","4.53635311915991","0.0400110668908411","-8.59000378676674","-3.69065350958851","-5.35882577533336","-4.64654305163337","-1.61521818298665","0.351645001850741","2.27768315306425","0.842203518374134","1.23224344039423","",
"Arab World","ARB","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","15.9031516136183","8.50550096715006","-0.798476191211023","11.6050573548742","9.14506752407655","2.68708383100279","-8.99257253513512","-6.57356899701016","1.06640452123339","-2.16460950652417","4.46288865466241","-0.626386710717924","5.58877530848699","2.12100068031668","13.1413550367357","1.52961578176036","4.79539500302953","3.20093874076552","3.20984159823117","2.7552678603455","4.47868916026633","4.18729746152317","5.10019841994055","1.80769841816455","5.3716894817742","1.61383675624718","0.58440551283006","5.31926675789882","9.33566011218232","5.71629757147063","6.49544235368967","4.57174871810659","5.83736863474125","0.429689457334419","4.7757621374902","3.5501543658655","5.17258164949152","3.67804432504512","2.92000155401568","3.40406670992837","3.22197650477627","",
"United Arab Emirates","ARE","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","16.5268565060148","21.439330170199","-1.58960331991595","20.9235730770152","23.874774910498","4.65917667406515","-6.71931618570783","-4.74582069996582","4.0169512795941","-3.59447651736838","-14.9581365645327","3.38198170900878","-2.61890770383279","12.33789128226","18.3279855336405","0.860081945778219","3.3449448618412","1.26119095149724","6.89614855052668","6.68788646362944","5.79840406132159","8.1903986407705","0.291994348685435","2.90221364464598","10.8527042125985","1.39908503032633","2.43345681036158","8.80054081486432","9.56643663716162","4.85514119630903","9.83731977348492","3.18439017367238","3.19183627610384","-5.2429219066759","1.63544905332371","6.3589202034465","5.1046794284749","5.78990607028511","3.2849261333171","3.82886705565181","3.03645979573986","",
"Argentina","ARG","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","5.42784287951248","-0.852021523481966","-5.30819682651727","10.1302976614338","10.5694333403429","-0.659726171593704","3.1919966233703","4.82250078158646","9.67952600806899","3.04564331900328","5.65813108318036","1.62841651625511","2.81175404095775","5.53380439483222","-0.0284121027670921","-2.01825151667566","6.93414775537975","-4.50612480247693","10.2227634648727","4.15176234244557","-5.68952800019454","-4.95717851904021","3.87512342400915","2.21177350377243","-7.58667718413531","7.87577983041486","2.90999313057101","-2.55690487694625","-7.49618958372476","-2.39895921890088","12.6697100915969","11.9407747322281","5.90691949180228","5.83620070368526","-2.84520961057081","5.52668982715234","8.1110467707457","3.85017885156229","-3.3854570406327","-0.78899893905691","-4.40883968258557","-10.8944848285903","8.83704079576924","9.02957330068155","8.85165992013435","8.04715150043027","9.00765087504757","4.05723310346406","-5.91852507634947","10.1253981561002","6.00395169280579","-1.02642045443208","2.40532378079436","-2.51261532081396","2.64727141477579","-2.24534413366156","",
"Armenia","ARM","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.6999984843788","-41.8000027437768","-8.79999879384391","5.40000277691448","6.899998416667","5.86540075329208","3.32107969685185","7.29999998824593","3.30000000395614","5.89999999860015","9.55664150369142","13.1863005289889","14.0407950540101","10.4678418593104","13.8657112535004","13.1980035154758","13.7492019586216","6.90000000168239","-14.149988640087","2.1999999991457","4.69999999861844","7.20000000328227","3.30000000179984","3.6000000009613","3.20000000212642","0.199999997770945","",
"American Samoa","ASM","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.814111261872426","0.538358008075377","-0.401606425702823","-4.16666666666666","1.96353436185133","-2.61348005502062","-4.23728813559323","0.442477876106182","0.293685756240819","-4.39238653001463","-2.75650842266464","0.944881889763806","1.24804992199688","-2.61941448382126","",
